Unnamed: 0.1	Unnamed: 0	id	author_id	like_count	quote_count	reply_count	retweet_count	referenced_tweet_id	referenced_tweet_type	text	negative	neutral	positive
29	5	9.032587401363004e+17	61149087.0	7.0	0.0	1.0	3.0			Side by side ⚜️⚔️ Photo by Jacob Photo #Ves #TheWitcher #cdprojektred #Gwent @PlayGwent @CDPROJEKTRED @witchergame @Kotaku https://t.co/n1amu0paSR	0.003	0.8781	0.119
30	6	9.03252793099776e+17	2692133401.0	0.0	0.0	0.0	1.0	8.988562251898921e+17	retweeted	RT @Faisaliano: Wolf - #TheWitcher https://t.co/vpV7vTGaUL	0.0065	0.9491	0.0444
31	7	9.032309561228943e+17	1656609337.0	0.0	0.0	2.0	0.0			For anyone that played all of #TheWitcher series and loved #TheWitcher3, is it worth going back and playing the first two games? #RPG #PC	0.0063	0.2794	0.7143
32	0	9.142634808401306e+17	4901983466.0	0.0	0.0	0.0	9.0	9.142584420340408e+17	retweeted	RT @Madzell_Plays: Stream on! Still first playthrough, come hang out! #TheWitcher https://t.co/xOoMXZ5kbv #twitch #gaming #SupportSmallStre…	0.002	0.1869	0.8111
33	1	9.142631015492772e+17	8.267840443440824e+17	0.0	0.0	0.0	9.0	9.142584420340408e+17	retweeted	RT @Madzell_Plays: Stream on! Still first playthrough, come hang out! #TheWitcher https://t.co/xOoMXZ5kbv #twitch #gaming #SupportSmallStre…	0.002	0.1869	0.8111
34	2	9.14262228681003e+17	7.327544655313961e+17	0.0	0.0	0.0	9.0	9.142584420340408e+17	retweeted	RT @Madzell_Plays: Stream on! Still first playthrough, come hang out! #TheWitcher https://t.co/xOoMXZ5kbv #twitch #gaming #SupportSmallStre…	0.002	0.1869	0.8111
35	3	9.142609560453324e+17	8.613038442775429e+17	0.0	0.0	0.0	9.0	9.142584420340408e+17	retweeted	RT @Madzell_Plays: Stream on! Still first playthrough, come hang out! #TheWitcher https://t.co/xOoMXZ5kbv #twitch #gaming #SupportSmallStre…	0.002	0.1869	0.8111
36	4	9.14260781088346e+17	8.186658729403023e+17	0.0	0.0	0.0	9.0	9.142584420340408e+17	retweeted	RT @Madzell_Plays: Stream on! Still first playthrough, come hang out! #TheWitcher https://t.co/xOoMXZ5kbv #twitch #gaming #SupportSmallStre…	0.002	0.1869	0.8111
37	5	9.142590231632568e+17	7.377664133273068e+17	0.0	0.0	0.0	9.0	9.142584420340408e+17	retweeted	RT @Madzell_Plays: Stream on! Still first playthrough, come hang out! #TheWitcher https://t.co/xOoMXZ5kbv #twitch #gaming #SupportSmallStre…	0.002	0.1869	0.8111
38	6	9.142587298933391e+17	8.583696543514255e+17	0.0	0.0	0.0	9.0	9.142584420340408e+17	retweeted	RT @Madzell_Plays: Stream on! Still first playthrough, come hang out! #TheWitcher https://t.co/xOoMXZ5kbv #twitch #gaming #SupportSmallStre…	0.002	0.1869	0.8111
39	7	9.142586301946634e+17	2168517021.0	0.0	0.0	0.0	9.0	9.142584420340408e+17	retweeted	RT @Madzell_Plays: Stream on! Still first playthrough, come hang out! #TheWitcher https://t.co/xOoMXZ5kbv #twitch #gaming #SupportSmallStre…	0.002	0.1869	0.8111
40	0	9.255121891249356e+17	153651848.0	0.0	0.0	0.0	0.0			🔴#LIVE ON! Halloween is day to break curses... #TheWitcher #TheWitcher3 https://t.co/G0n5Izt6rL - @Retweet_Twitch https://t.co/H7qK8sAqhg	0.0045	0.3124	0.6831
41	1	9.25511791727317e+17	7.243151908173332e+17	0.0	0.0	0.0	10.0	9.254760852105092e+17	retweeted	"RT @MilliganVick: Triss the dancing clown :D based on art by @Kulakovskaya_, Torie as #Triss, photo by me
Happy Halloween!
#TheWitcher #cos…"	0.0025	0.1027	0.8948
42	2	9.25508132142502e+17	8.590072011675075e+17	0.0	0.0	0.0	10.0	9.254760852105092e+17	retweeted	"RT @MilliganVick: Triss the dancing clown :D based on art by @Kulakovskaya_, Torie as #Triss, photo by me
Happy Halloween!
#TheWitcher #cos…"	0.0025	0.1027	0.8948
43	3	9.25504287102423e+17	477655093.0	0.0	0.0	0.0	8.0	9.251259832960204e+17	retweeted	RT @JohnsoJudi: I patiently for your auditions! Let's shepherd in! #ZachMcGowan #ZachforGeralt #TheWitcher #TheWitcherTVSeries #AndrzejSapk…	0.0019	0.1052	0.8929
44	4	9.255010083521084e+17	7.413263450624819e+17	0.0	0.0	0.0	1.0	9.254970097039729e+17	retweeted	RT @howmanymanu: 1 more #ZachforGeralt because he is the perfect choice @PlatigeImage @netflix @ebarmack #AndrzejSapkowski #ZachMcGowan #Th…	0.0045	0.0658	0.9297
45	5	9.254970097039729e+17	76994998.0	8.0	0.0	1.0	1.0			1 more #ZachforGeralt because he is the perfect choice @PlatigeImage @netflix @ebarmack #AndrzejSapkowski #ZachMcGowan #TheWitcher https://t.co/w265Wc2O2q	0.0039	0.0495	0.9466
46	6	9.254949812168828e+17	7.11573109028098e+17	0.0	0.0	0.0	5.0	9.226401040778404e+17	retweeted	RT @JohnsoJudi: Zach #ZachMcGowan as a professional actor and his perfected technique will bring the real #Geralt #TheWitcher to life! #And…	0.0033	0.3799	0.6168
47	7	9.25489795815674e+17	3082317614.0	0.0	0.0	0.0	5.0	9.254448500859576e+17	retweeted	RT @howmanymanu: The looks, the glance, the talent, @Zach_McGowan is #Geralt @PlatigeImage @netflix @ebarmack #AndrzejSapkowski #TheWitcher…	0.0055	0.2868	0.7077
48	0	9.363802237796924e+17	558397793.0	0.0	0.0	0.0	0.0			"Love the hairstyle. Love the jacket😍
#thewitcherIII #thewitcher #hoodie #armor #hairstyle… https://t.co/VrA6bBGsnX"	0.0026	0.0251	0.9723
49	1	9.363775227946598e+17	2972886694.0	0.0	0.0	0.0	1.0	9.351083735860306e+17	retweeted	RT @Kicka_Cosplay: @CDPROJEKTRED @thewitchergame @TheWitcher3Fr #ciri from #thewitcher #cosplay https://t.co/lTL6fdxWiX	0.0057	0.9475	0.0468
50	2	9.363737912272936e+17	7.649488994422415e+17	0.0	0.0	0.0	0.0			Stream on! Getting closer to the end!!! #TheWitcher2 #TheWitcher https://t.co/xOoMXZ5kbv #twitch #gaming #SupportSmallStreamer	0.0024	0.1376	0.86
51	3	9.363704767792292e+17	9.171583615185428e+17	0.0	0.0	0.0	1.0			I will be giving away The Witcher 3 GOTY edition after I hit 50 Followers! All you have to do is follow and the more you watch the better your chances! #twitch #stream #positive #positivity #giveaway #TheWitcher #thewitcher3 #games https://t.co/C4AGkq5Zlx	0.0019	0.0777	0.9204
52	4	9.3636589200649e+17	8.390204405049098e+17	0.0	0.0	0.0	8.0	9.363555662549934e+17	retweeted	RT @ArseQueef: Geralt + @matthewmercer? What's not to love? 😏⚔️ #CriticalRole #TheWitcher https://t.co/rFJmBM6OBP	0.0028	0.1983	0.7989
53	5	9.363606510766694e+17	4186500193.0	0.0	0.0	0.0	8.0	9.363555662549934e+17	retweeted	RT @ArseQueef: Geralt + @matthewmercer? What's not to love? 😏⚔️ #CriticalRole #TheWitcher https://t.co/rFJmBM6OBP	0.0028	0.1983	0.7989
54	6	9.363569021157088e+17	399723501.0	0.0	0.0	0.0	8.0	9.363555662549934e+17	retweeted	RT @ArseQueef: Geralt + @matthewmercer? What's not to love? 😏⚔️ #CriticalRole #TheWitcher https://t.co/rFJmBM6OBP	0.0028	0.1983	0.7989
55	7	9.363329875490528e+17	2417822797.0	0.0	0.0	0.0	0.0			"Witcher?!?! YAAS
https://t.co/xpnchxCOGW

#TheWitcher #twitch #streaming #Gaming #walkthrough #letsplay"	0.0045	0.1374	0.8581
56	0	9.47600433194963e+17	3327369384.0	1.0	0.0	1.0	0.0			The witcher book series has to be the best series I’ve ever read so far, love the world and all the characters🙌🏼 so excited to play the game again and the upcoming Netflix series #TheWitcher	0.0027	0.0068	0.9904
57	1	9.475977543643218e+17	336741629.0	0.0	0.0	0.0	107.0	9.472190191357788e+17	retweeted	RT @LHissrich: So many questions about #TheWitcher so here’s what I can say: in TV time, it’s really early. There’s a long path ahead of ca…	0.0318	0.6736	0.2947
58	2	9.475959056492504e+17	41263385.0	0.0	0.0	0.0	48.0	9.440977272601231e+17	retweeted	RT @AstorAlexander: My Triss portrait is finished! Higher res here: https://t.co/aTWXAvk604 #Witcher3 #triss #gaming #illustration #cdproje…	0.0037	0.4882	0.5081
59	3	9.475778483274752e+17	2376963673.0	1.0	0.0	0.0	0.0			"One logo can change so much. I am not ashamed I made this in the slightest bit.

@CDPROJEKTRED #thewitcher https://t.co/6i4Jrv3d6q"	0.0202	0.1136	0.8662
60	4	9.475762230513664e+17	302106228.0	0.0	0.0	0.0	107.0	9.472190191357788e+17	retweeted	RT @LHissrich: So many questions about #TheWitcher so here’s what I can say: in TV time, it’s really early. There’s a long path ahead of ca…	0.0318	0.6736	0.2947
61	5	9.475534509207756e+17	4332470420.0	0.0	0.0	0.0	35.0	9.43600987859706e+17	retweeted	RT @Max_Dunbar: A sketch of #TheWitcher's Geralt of Riva, just cuz. https://t.co/NROCDMkVyo	0.0145	0.9123	0.0731
62	6	9.475525023581184e+17	47061605.0	0.0	0.0	0.0	107.0	9.472190191357788e+17	retweeted	RT @LHissrich: So many questions about #TheWitcher so here’s what I can say: in TV time, it’s really early. There’s a long path ahead of ca…	0.0318	0.6736	0.2947
63	7	9.475485356874506e+17	3578062457.0	0.0	0.0	0.0	107.0	9.472190191357788e+17	retweeted	RT @LHissrich: So many questions about #TheWitcher so here’s what I can say: in TV time, it’s really early. There’s a long path ahead of ca…	0.0318	0.6736	0.2947
64	0	9.588522751155076e+17	2350465496.0	0.0	0.0	0.0	240.0	9.5880541087352e+17	retweeted	"RT @kooks000: Hello, have a Regis &lt;3
#TheWitcher https://t.co/zqVKeruZ05"	0.0046	0.2053	0.7902
65	1	9.588513360276726e+17	1532276821.0	0.0	0.0	0.0	240.0	9.5880541087352e+17	retweeted	"RT @kooks000: Hello, have a Regis &lt;3
#TheWitcher https://t.co/zqVKeruZ05"	0.0046	0.2053	0.7902
66	2	9.588509347837952e+17	787538401.0	2.0	0.0	0.0	1.0			"I'm adding Eredin from #thewitcher3 to my cosplans for this year (most probably 2019 though, lol). It would be one heck of an ambitious build, but god damn do I love that design!!!
.
.
.
.
.
#cosplay #cosplans2018 #costume #bigbuild #thewitcher #eredin #… https://t.co/5pxgMxFTI7 https://t.co/8iPyOUESuT"	0.0079	0.0398	0.9523
67	3	9.588487604524442e+17	1303874792.0	0.0	0.0	0.0	240.0	9.5880541087352e+17	retweeted	"RT @kooks000: Hello, have a Regis &lt;3
#TheWitcher https://t.co/zqVKeruZ05"	0.0046	0.2053	0.7902
68	4	9.58845553357525e+17	7.368984406266143e+17	0.0	0.0	0.0	240.0	9.5880541087352e+17	retweeted	"RT @kooks000: Hello, have a Regis &lt;3
#TheWitcher https://t.co/zqVKeruZ05"	0.0046	0.2053	0.7902
69	5	9.588426963780036e+17	9.431733380038452e+17	0.0	0.0	0.0	48.0	9.584113658734182e+17	retweeted	RT @LHissrich: Because @nrafalpl asked nicely: here's one of my inspiration walls, full of pictures from international magazines (and Tomek…	0.008	0.6938	0.2982
70	6	9.588410481088472e+17	3422994400.0	0.0	0.0	0.0	240.0	9.5880541087352e+17	retweeted	"RT @kooks000: Hello, have a Regis &lt;3
#TheWitcher https://t.co/zqVKeruZ05"	0.0046	0.2053	0.7902
71	7	9.588372957292504e+17	31446978.0	0.0	0.0	0.0	240.0	9.5880541087352e+17	retweeted	"RT @kooks000: Hello, have a Regis &lt;3
#TheWitcher https://t.co/zqVKeruZ05"	0.0046	0.2053	0.7902
72	0	9.689989935638774e+17	3241756860.0	0.0	0.0	0.0	52.0	9.689125991516078e+17	retweeted	RT @LHissrich: THANK YOU for the real question. I have NO desire to turn #TheWitcher into a generic fantasy world. Boring for me. Boring fo…	0.8755	0.1109	0.0136
73	1	9.689978496304988e+17	546484814.0	0.0	0.0	0.0	2.0	9.689968193331978e+17	retweeted	RT @KyleAmos: The Witcher #Netflix Series: Pilot Episode Script Is Finished https://t.co/LZwzT2KXLT #thewitcher #gaming #videogames https:/…	0.0032	0.8359	0.1609
74	2	9.689968193331978e+17	38998596.0	3.0	0.0	1.0	2.0			The Witcher #Netflix Series: Pilot Episode Script Is Finished https://t.co/LZwzT2KXLT #thewitcher #gaming #videogames https://t.co/qlElgrt0wC	0.0032	0.7574	0.2393
75	3	9.689961384005672e+17	189189856.0	0.0	0.0	0.0	3.0	9.689086674529976e+17	retweeted	"RT @VG247: #TheWitcher Netflix series showrunner reveals show’s first characters
https://t.co/EvHFH9aWa8 https://t.co/vPazcBuI8g"	0.0069	0.9253	0.0678
76	4	9.689960910215456e+17	8.519883031969014e+17	0.0	0.0	0.0	27.0	9.689615104950272e+17	retweeted	RT @LHissrich: #TheWitcher is a family affair. I came downstairs from my office to find Mike, watching videos of the Witcher School. 😍 http…	0.0017	0.0442	0.9542
77	5	9.689933679243716e+17	9.322721623998504e+17	11.0	0.0	0.0	1.0			"Yennefer and Geralt

#thewitcher #cdprojektred #geraltofrivia #gaming #artistsontwitter #mgn https://t.co/Ytyb7auV3U"	0.0176	0.8373	0.1452
78	6	9.68991366817702e+17	537189094.0	0.0	0.0	1.0	0.0			@LHissrich will you cast European (polish) or American actors for #thewitcher ?	0.0105	0.9562	0.0333
79	7	9.689910755986636e+17	1318297717.0	0.0	0.0	0.0	338.0	9.671144252944548e+17	retweeted	"RT @LHissrich: And now, all in one handy thread... #TheWitcher characters.

GERALT IS:
Stoic.
Circumspect.
Balanced.
Fierce.
Soft-and-squis…"	0.0077	0.8063	0.1861
80	0	9.802088478759526e+17	406873295.0	0.0	0.0	0.0	3.0	9.800858267166228e+17	retweeted	"RT @elisa_art93: #AnnaHenrietta work in progress 👑🌹
It's time to draw the dress!

#fanart #digitalart #TheWitcher #TheWitcher3 #bloodandwin…"	0.0053	0.3236	0.6711
81	1	9.802070361295136e+17	3152478497.0	0.0	0.0	0.0	3.0	9.801983691162828e+17	retweeted	RT @SchooloftheWolf: Xcom tilted me... HARD - so back to the witcher 3 we go! - nearly at 250 followers! #TheWitcher #wildhunt #chillstream…	0.0474	0.4182	0.5344
82	2	9.802066198195896e+17	7.646397387665572e+17	0.0	0.0	0.0	3.0	9.801983691162828e+17	retweeted	RT @SchooloftheWolf: Xcom tilted me... HARD - so back to the witcher 3 we go! - nearly at 250 followers! #TheWitcher #wildhunt #chillstream…	0.0474	0.4182	0.5344
83	3	9.80203532845486e+17	438147034.0	0.0	0.0	0.0	205.0	9.626736797411288e+17	retweeted	"RT @kooks000: Anathema.

#TheWitcher https://t.co/p6e7xVpfwu"	0.0196	0.9114	0.0689
84	4	9.802034921482364e+17	438147034.0	0.0	0.0	0.0	324.0	9.62672609392554e+17	retweeted	"RT @kooks000: - Now we drink.

#TheWitcher https://t.co/FoUdeLJ0eQ"	0.0092	0.8366	0.1542
85	5	9.801983691162828e+17	7.58692161772716e+17	6.0	0.0	0.0	3.0			Xcom tilted me... HARD - so back to the witcher 3 we go! - nearly at 250 followers! #TheWitcher #wildhunt #chillstreams #tootilted #twitchaffiliate #twitchkittens https://t.co/w221u2EHg6	0.0803	0.4153	0.5044
86	6	9.801971710551e+17	210631202.0	0.0	0.0	0.0	324.0	9.62672609392554e+17	retweeted	"RT @kooks000: - Now we drink.

#TheWitcher https://t.co/FoUdeLJ0eQ"	0.0092	0.8366	0.1542
87	7	9.801971567944622e+17	210631202.0	0.0	0.0	0.0	205.0	9.626736797411288e+17	retweeted	"RT @kooks000: Anathema.

#TheWitcher https://t.co/p6e7xVpfwu"	0.0196	0.9114	0.0689
88	0	9.910897531382006e+17	37588302.0	0.0	0.0	0.0	0.0			"Subscribe To The #GOGNewsletter And Claim A Free Copy Of THE WITCHER: ENHANCED EDITION And A GWENT Card Keg.  #TheWitcher #Gwent
https://t.co/ns9nLE7eFS https://t.co/jDElFfwWGC"	0.0054	0.6143	0.3803
89	1	9.910828609447322e+17	1424204965.0	0.0	0.0	0.0	14.0	9.877661449614788e+17	retweeted	"RT @Chrissie_Zullo: More sketching, last one ... ✏️✏️✏️

#thewitcher #witcher #witcher3 #ciri #yennefer #trissmerigold #sketch #doodle #dra…"	0.007	0.8169	0.1761
90	2	9.910817611688182e+17	779693210.0	0.0	0.0	0.0	85.0	9.885455532891054e+17	retweeted	"RT @IGN: Here are our 15 picks to play Geralt in #TheWitcher​ on Netflix​!

https://t.co/EAMWn8S2EL https://t.co/uVDEkpLkS3"	0.0098	0.7582	0.232
91	3	9.910630244663214e+17	3191099384.0	0.0	0.0	0.0	0.0			"I just finished #TheWitcher 1 (yes! one!) after 70 hours. It was incredible!
I get satisfied by its awesome story!
@witchergame"	0.0028	0.0095	0.9877
92	4	9.910555646492303e+17	3042017577.0	0.0	0.0	0.0	85.0	9.885455532891054e+17	retweeted	"RT @IGN: Here are our 15 picks to play Geralt in #TheWitcher​ on Netflix​!

https://t.co/EAMWn8S2EL https://t.co/uVDEkpLkS3"	0.0098	0.7582	0.232
93	5	9.910515843973489e+17	8.815645791589499e+17	0.0	0.0	0.0	85.0	9.885455532891054e+17	retweeted	"RT @IGN: Here are our 15 picks to play Geralt in #TheWitcher​ on Netflix​!

https://t.co/EAMWn8S2EL https://t.co/uVDEkpLkS3"	0.0098	0.7582	0.232
94	6	9.91048724209197e+17	7.830264610453914e+17	6.0	0.0	0.0	3.0			I made a little old Noonwraith in clay #thewitcher3 #thewitcher #ceramics #ceramicart @CDPROJEKTRED https://t.co/p8xXn3UQrx	0.0088	0.7517	0.2395
95	7	9.910484359178364e+17	8.7751571163102e+17	0.0	0.0	0.0	2.0	9.909303160251064e+17	retweeted	RT @hmelrose: Pick up the first Witcher game for free on GOG (after you create an account, &amp; have Gwent in your game library) https://t.co/…	0.0038	0.5904	0.4058
96	0	1.0023335974692168e+18	9.921961964742042e+17	1.0	0.0	1.0	0.0			Two new ideos up of my witcher  walkthrough - check them out! #walkthrough #thewitcher #thewitcher2 #Youtube #gaming #gamer #follow4follow #sub4sub  https://t.co/0nWNocDJ4P	0.0028	0.4281	0.5692
97	1	1.0023262535364977e+18	9.980984979110912e+17	0.0	0.0	0.0	1.0	1.0023247283617423e+18	retweeted	"RT @kaiiraii_: Streaming #witcher3 🔴LIVE🔴 right now! Come join me in staring at beautiful Geralt 😍! 🦄✨💕

https://t.co/xOeFZmYg6w

#twitchki…"	0.0018	0.0291	0.969
98	2	1.0023247283617423e+18	8.690628716778947e+17	3.0	0.0	0.0	1.0			"Streaming #witcher3 🔴LIVE🔴 right now! Come join me in staring at beautiful Geralt 😍! 🦄✨💕

https://t.co/xOeFZmYg6w

#twitchkittens #twitchstreamer #beautygamers #ps4 #streamer #smallstreamer #twitch #witcher #girlgamer #fallout #girlstreamers #thewitcher https://t.co/dyK0jgAaB5"	0.002	0.0343	0.9637
99	3	1.00232241414613e+18	8.172025353416253e+17	0.0	0.0	0.0	205.0	9.626736797411288e+17	retweeted	"RT @kooks000: Anathema.

#TheWitcher https://t.co/p6e7xVpfwu"	0.0196	0.9114	0.0689
100	4	1.002320144087937e+18	9.755321867481416e+17	2.0	0.0	0.0	1.0	1.002248025379504e+18	quoted	We've still got 2 hours of voting left, guys! What do you want to see me play tonight for #AnyGameCanHappenThursday? Click the tweet below to vote! #Vermintide2 #AliceMadness #Overwatch #TheWitcher #HypeSquad #TwitchStreamers #TwitchAffiliate #SupportSmallStreamers #SmallStreamer https://t.co/XEDIz8cIAf	0.0043	0.4478	0.5479
101	5	1.0023042064082166e+18	633735002.0	7.0	0.0	0.0	0.0			My pet fire Calcifer says “Hi!” xD ... it makes playing #TheWitcher a much more immersive experience XD https://t.co/N65hYgCys6	0.0025	0.0191	0.9784
102	6	1.002280564232282e+18	9.059046022095584e+17	0.0	0.0	0.0	0.0			"LIVE NOW with #TheWitcher a great game, a great series and a great Geralt

https://t.co/xhH7au9V3T 

@NerdNationHQ #NerdNation #LadyNerd"	0.0046	0.1164	0.8789
103	7	1.0022803024865484e+18	9.975138472871322e+17	0.0	0.0	0.0	5.0	1.0021135976931942e+18	retweeted	RT @michaeldenicola: I sketched this dude cause @torianne00 said so. tomorrow I'll be back at it doing more superhero traditional drawings.…	0.0043	0.3801	0.6156
104	0	1.0132087213449462e+18	2743652307.0	0.0	0.0	0.0	3.0	1.0132075865464096e+18	retweeted	RT @ExAverageGamers: Do you think beards can make anyone look tougher and more mature? Why not try it for yourself? We think beards look go…	0.0549	0.8196	0.1255
