index	Unnamed: 0.3	Unnamed: 0.2	Unnamed: 0.1	Unnamed: 0	id	author_id	like_count	quote_count	reply_count	retweet_count	referenced_tweet_id	referenced_tweet_type	text	negative	neutral	positive
55046	22272	22272	22272	22271	20811887319.0	150483159.0	0.0	0.0	0.0	0.0			@LeoDiCaprio going to see #Inception for the 2nd time tonight!!!!! It is my new favorite movie. It was absolutely amazing!!!	0.0031	0.0064	0.9904
65513	2645	2645	2645	2645	24388349338.0	49238073.0	0.0	0.0	0.0	0.0			"#Inception becomes the third highest grossing movie of 2010... :)
http://en.wikipedia.org/wiki/2010_in_film"	0.0019	0.0624	0.9358
91961	13847	13847	13847	13847	1.248257600651264e+16	21293024.0	0.0	0.0	0.0	0.0			#nowwatching #inception oh... my... god!	0.0325	0.2069	0.7607
88604	10490	10490	10490	10490	1.3807167484198912e+16	154205755.0	0.0	0.0	0.0	0.0			i think i'm going to go to bed before i have a heart attack. hopefully i don't dream, for fear of #inception.	0.6773	0.2792	0.0434
82935	4821	4821	4821	4821	1.7659678196502528e+16	65969529.0	0.0	0.0	0.0	0.0			the #inception soundtrack makes even santa evil http://j.mp/fl0ZJ2 via @gizmodo // muy bueno :B	0.5601	0.3425	0.0974
16116	13432	13432	13432	13432	19725816236.0	18809019.0	0.0	0.0	0.0	1317.0	18874824845.0	retweeted	RT @hitRECordJoe: If you haven't seen #Inception don't click this link.  If you have... RT @tempestadycalma: http://twitpic.com/26k9ub	0.0346	0.888	0.0774
70065	1534	1534	1534	1534	28364603406.0	147449719.0	0.0	0.0	0.0	0.0			Best video ever: http://bit.ly/aThRwC #southpark #inception	0.0025	0.0121	0.9854
38328	5554	5554	5554	5553	21834343791.0	21773566.0	0.0	0.0	0.0	0.0			But, seriously, isn't #Inception amazing?	0.0077	0.0257	0.9666
5161	2477	2477	2477	2477	19970413870.0	102568232.0	0.0	0.0	0.0	1.0			"Don't forget the t-shirt giveaway:  http://fb.me/FJPsRcav
#YAlitchat #books #YA #read #twilight #inception"	0.0017	0.1248	0.8734
76971	4224	4224	4224	4224	997477981356034.0	112239646.0	0.0	0.0	0.0	0.0			Finally going to watch #inception. Night out in amsterdam sounds like a good idea. Wont make it late tho.	0.0055	0.1187	0.8758
80122	2008	2008	2008	2008	1.954297339393229e+16	172846265.0	0.0	0.0	0.0	0.0			And I thought my dreams were crazy?! #Inception	0.4491	0.4868	0.0642
89500	11386	11386	11386	11386	1.3423333433413632e+16	14541013.0	0.0	0.0	0.0	0.0			Bonnnnnngggggg... http://bit.ly/hPctVC #Inception (via @GetGlue)	0.01	0.7921	0.1979
82962	4848	4848	4848	4848	1.7630698630283264e+16	16856313.0	0.0	0.0	0.0	0.0			RT @evaction: The 5th Annual Kick Ass Awards http://bit.ly/giNgl2 #awards  #bestof theyear #expendables #scottpilgrim #inception #toystory3	0.0042	0.1669	0.8289
58294	25520	25520	25520	25519	20677196319.0	72073916.0	0.0	0.0	0.0	0.0			Welcome home Mr. Cobb... #Inception	0.0024	0.0653	0.9324
12227	9543	9543	9543	9543	19808744920.0	31102933.0	0.0	0.0	0.0	0.0			"Yesterday Christopher Nolan planted an idea in my mind: ""Go and see #Inception again!"" This is a beast of a movie and a beauty as well."	0.0053	0.0338	0.9609
52352	19578	19578	19578	19577	20940718274.0	49238743.0	0.0	0.0	0.0	0.0	20794961784.0	replied_to	@williamronholm @MichaelStG Inception Thursday! 6:30pm! WOO! #Inception	0.0011	0.0423	0.9566
95299	17185	17185	17185	17185	1.0819264365727744e+16	96839686.0	0.0	0.0	0.0	0.0			#Inception Ouuuh @hitRECordJoe Bad guy with Cillian Murphy ;)	0.0521	0.5736	0.3743
67783	4915	4915	4915	4915	22899169066.0	122599472.0	0.0	0.0	0.0	0.0			Am I having dreams within dreams because of #Inception or did the movie just make me aware of what's been happening?	0.0428	0.9003	0.0569
87603	9489	9489	9489	9489	1.421820820246528e+16	16121119.0	0.0	0.0	0.0	0.0			#SteelersFootball, #pho, #TheSword, #Inception... having a good day off finally	0.0045	0.0645	0.931
87673	9559	9559	9559	9559	1.4197370614972416e+16	27194146.0	0.0	0.0	0.0	0.0			Bout to watch #inception	0.0146	0.8575	0.1279
18961	16277	16277	16277	16277	19679507556.0	148339892.0	0.0	0.0	0.0	0.0			ROTFL-RT @TeeElleBee: Lmao RT @ShowoffRadio: Thanks to @SaLoneFineSS @TeeElleBee and #Inception I don't think ill be ... http://tmi.me/hUVC	0.2166	0.5729	0.2105
73861	1114	1114	1114	1114	7603538439966720.0	148180427.0	0.0	0.0	0.0	0.0			Looks like I'm chillin with the fam 2night. Nothin wrong with that prolly gonna watch #inception	0.005	0.1652	0.8298
82762	4648	4648	4648	4648	1.7795583506911232e+16	226379693.0	0.0	0.0	0.0	0.0			#KickAss is more popular than #Inception - read article http://tinyurl.com/32b2u3k	0.0081	0.2673	0.7246
33195	421	421	421	421	22538168304.0	19803874.0	0.0	0.0	0.0	0.0			walked yesterday out half-way thru watching #inception what a pile of dog poop this movie is!	0.943	0.0506	0.0064
29477	26793	26793	26793	26793	19495826765.0	18751038.0	0.0	0.0	0.0	0.0			Inception is cool and nice. Multi layers of dreams. #inception	0.0047	0.0325	0.9628
55541	22767	22767	22767	22766	20786923010.0	172967884.0	0.0	0.0	0.0	0.0			FOLLOWME4GREEN LIVING,☺IFOLLOW BACK(in24hours)☑ #TaylorHotner #ramadhan  #tca #TeenChoiceAwards #inception☺☺☺	0.0068	0.6978	0.2954
55495	22721	22721	22721	22720	20789466425.0	38478015.0	0.0	0.0	0.0	0.0			Relationship b/w Christopher Nolan's #Inception and #Disney?  See for yourself... http://bit.ly/duFTzL	0.0067	0.906	0.0873
27239	24555	24555	24555	24555	19528570023.0	15192504.0	0.0	0.0	0.0	0.0			#Inception was beyond belief. Hmm... Great flick.	0.0051	0.0151	0.9798
34499	1725	1725	1725	1725	22247682155.0	724783.0	0.0	0.0	0.0	11.0			Reality? -&gt; http://24.media.tumblr.com/tumblr_l7gtrdeL1x1qz7vibo1_500.png #inception	0.0915	0.8857	0.0229
65196	2328	2328	2328	2328	24584479388.0	159605918.0	0.0	0.0	0.0	0.0			Could have sworn I saw some salsa was in the fridge, or is this just a vision in my mind? #StevieTweet #Inception	0.0992	0.813	0.0878
58928	26154	26154	26154	26153	20659223772.0	45934467.0	0.0	0.0	0.0	0.0			With a mighty snort, the sleeper wakes... lifts his head, looks at the screen, and opts to resume his nap. #inception	0.0485	0.7888	0.1628
62537	29763	29763	29763	29762	20557822232.0	109812000.0	0.0	0.0	0.0	1782.0	20496105620.0	retweeted	RT @LeoDiCaprio: Really appreciate all the #Inception support and Twitter buzz these last few weeks.  Thank you!	0.0032	0.0106	0.9862
22750	20066	20066	20066	20066	19604935136.0	12471822.0	0.0	0.0	0.0	0.0			Mr. Nolan, thank you for the epic ride! #inception	0.0027	0.0127	0.9846
4559	1875	1875	1875	1875	19983508771.0	48928525.0	0.0	0.0	0.0	0.0			#nowplaying, #icantstop, #Inception: Ariz. immigration law appeal set for Nov. http://bit.ly/c5YOaA	0.0176	0.9438	0.0386
8506	5822	5822	5822	5822	19895741618.0	19525468.0	0.0	0.0	0.0	0.0			Every time i sleep dont think tht m in a state of #inception...	0.1362	0.7946	0.0691
83295	5181	5181	5181	5181	1.7338598995001344e+16	24676273.0	0.0	0.0	0.0	0.0			Inception Limited Edition in da house! Not to be opened until Christmas though. And I need a Blu-Ray. #inception.	0.2052	0.535	0.2597
17586	14902	14902	14902	14902	19701917995.0	33804811.0	0.0	0.0	0.0	0.0			waiting for #inception to start	0.0313	0.8781	0.0906
50502	17728	17728	17728	17727	21051600981.0	156380542.0	0.0	0.0	0.0	0.0			RT @Jersey78 - Gonna see #Inception tomorrow!!! Yay!	0.0012	0.0133	0.9855
51450	18676	18676	18676	18675	20993649382.0	145697110.0	0.0	0.0	0.0	0.0			still doesn't understand the whole hype around #inception it was ok, period.	0.7989	0.183	0.0181
31873	29189	29189	29189	29189	19459647508.0	27034635.0	0.0	0.0	0.0	0.0			Seeing what all the fuss is about #Inception	0.0907	0.7736	0.1357
21508	18824	18824	18824	18824	19628717457.0	51519089.0	0.0	0.0	0.0	0.0			I've seen #Inception and #Salt within the last week. Mind = blown.	0.0127	0.1578	0.8295
27685	25001	25001	25001	25001	19522947440.0	19390803.0	0.0	0.0	0.0	0.0			"This movie is better than ""Matrix"" :-)  #inception"	0.004	0.0273	0.9687
59010	26236	26236	26236	26235	20657519874.0	138470203.0	0.0	0.0	0.0	0.0			Back n VA! I love & miss my TN Vol country. On the way to c #inception. Gonna be good!!	0.004	0.0192	0.9768
42927	10153	10153	10153	10152	21488984831.0	42269946.0	0.0	0.0	0.0	0.0			going cinema today to watch #inception with my bestfriend xx	0.0018	0.106	0.8922
79969	1855	1855	1855	1855	1.959636986600653e+16	30597190.0	0.0	0.0	0.0	0.0	1.959624454438912e+16	replied_to	@YouKnowKennyLo DOWNLOAD THIS 4-TRACK SAMPLER! @SMOOVIEBABY & @NOLANFRAZIER 2011 street album #Inception http://hulkshare.com/r6aqpsl54shm	0.005	0.9291	0.0659
21499	18815	18815	18815	18815	19628904211.0	34416220.0	0.0	0.0	0.0	0.0			So excited to see #inception tomorrow with the bif.	0.0017	0.0095	0.9888
6218	3534	3534	3534	3534	19947985164.0	14532794.0	0.0	0.0	0.0	0.0	19947917389.0	replied_to	@dpburland @karlabry Haven't seen #inception, so I don't know a totem from a Tatum.	0.2345	0.7406	0.0249
82423	4309	4309	4309	4309	1.810057647463629e+16	7588872.0	0.0	0.0	0.0	0.0			I want to have Christopher Nolan's babies. #Inception #OMFG	0.0199	0.1698	0.8103
30451	27767	27767	27767	27767	19476317709.0	5644342.0	0.0	0.0	0.0	0.0			Seeing #Inception again with Corey	0.0047	0.6517	0.3436
13582	10898	10898	10898	10898	19778355093.0	43714781.0	0.0	0.0	0.0	0.0			I feel like my brain was just anally violated. #inception	0.8887	0.1027	0.0086
25285	22601	22601	22601	22601	19556374478.0	32848583.0	0.0	0.0	0.0	0.0	19521430867.0	replied_to	@jsinnottdavies yeah Shutter Island is brill! I think I am going to see #Inception on tuesday :') I will tell you the verdict if I do! :)	0.0016	0.0127	0.9857
83517	5403	5403	5403	5403	1.7089645917503488e+16	24344134.0	0.0	0.0	0.0	0.0			"The Inception Soundtrack Makes Even Santa Evil.

http://t.co/cAumyLL via @gizmodo

#inception"	0.6399	0.3309	0.0292
80472	2358	2358	2358	2358	1.9444911661121536e+16	70199524.0	0.0	0.0	0.0	0.0			@SieedaBaby  #mealsonmonday Week 7 starts now!!! Download our new song #inception @ www.thelunchbreak.bandcamp.com	0.0019	0.3381	0.66
2556	1246	1246	1246	1246	15580819107.0	27802768.0	0.0	0.0	0.0	0.0			Can't wait for #Inception. Nolan is a master....	0.0027	0.0092	0.9881
35815	3041	3041	3041	3040	22064216842.0	25650575.0	0.0	0.0	0.0	0.0			yoooo #inception that movie was hott!!!!!!!!	0.004	0.0085	0.9875
22549	19865	19865	19865	19865	19608258726.0	72958514.0	0.0	0.0	0.0	0.0			Congratulations to #inception!!!!	0.0033	0.0171	0.9796
28429	25745	25745	25745	25745	19513685737.0	63315485.0	0.0	0.0	0.0	0.0			#Inception = mind f***	0.8548	0.134	0.0111
39902	7128	7128	7128	7127	21702755853.0	60740452.0	0.0	0.0	0.0	0.0			My mind...it is blown...#inception #epic	0.0201	0.069	0.911
35359	2585	2585	2585	2584	22111828853.0	38982674.0	0.0	0.0	0.0	0.0			@ingusia  Vote for #Inception or any other action movie! Type #movievote then the movie name. pls RT	0.0117	0.8278	0.1605
65960	3092	3092	3092	3092	24171696869.0	50040651.0	0.0	0.0	0.0	0.0	24164338652.0	replied_to	@KiangaEllis out to a movie with friends and I missed a hug fest? Was it all a dream? ;) @Powhida #inception	0.3083	0.5304	0.1613
49375	16601	16601	16601	16600	21118400690.0	95527989.0	0.0	0.0	0.0	0.0			Just got #mindfucked by #inception	0.9055	0.0859	0.0085
10113	7429	7429	7429	7429	19859214410.0	31972165.0	0.0	0.0	0.0	0.0			INCEPTION is sensational! have to see it again. Once or better twice to get it all :-)))) A+ #inception #film	0.0043	0.0104	0.9853
66379	3511	3511	3511	3511	23953226097.0	43330205.0	0.0	0.0	0.0	0.0			Watched #Inception 2n. WOW!	0.006	0.056	0.938
70856	2325	2325	2325	2325	27561876021.0	103150008.0	0.0	0.0	0.0	0.0			Wtf is up with my great dreams mergin with my horrible dreams its like a remake of #inception goin on in my head	0.909	0.0796	0.0113
29939	27255	27255	27255	27255	19485277481.0	59137975.0	0.0	0.0	0.0	0.0			Haven't looked fwd 2 a #movie recently but can't wait 2 c #inception when it opens here in #southafrica July 30! Looks good on IMdB 4 #iPad	0.0026	0.0266	0.9708
2176	866	866	866	866	16294519593.0	22630217.0	0.0	0.0	0.0	0.0			My battery is low, so let me just tell you how much I am waiting for #Inception	0.3832	0.3596	0.2572
77337	4590	4590	4590	4590	304847735750656.0	55191576.0	0.0	0.0	0.0	0.0			damn #inception what a movie	0.1045	0.1517	0.7438
93410	15296	15296	15296	15296	1.2211509505564672e+16	83038695.0	0.0	0.0	0.0	0.0			Run into best buy and start screaming get the fuck out of my dreams! #inception	0.8493	0.1187	0.0319
30046	27362	27362	27362	27362	19483068734.0	116169244.0	0.0	0.0	0.0	0.0			Inception! Amazing film!!! I need to watch it again!  #inception	0.0035	0.0081	0.9884
40459	7685	7685	7685	7684	21664468133.0	24064180.0	0.0	0.0	0.0	0.0			#whybeinarelationshipif #whatmadeyouthink #Pakistan #Clemens #Inception #Singapore #Expendables #Bukber #McAfee PLS FOLLOW @L_SAINT RT6	0.0542	0.8934	0.0524
95616	17502	17502	17502	17502	1.0423370587840512e+16	34694157.0	0.0	0.0	0.0	0.0			I'm so sleepy I think i'ma dream about going to sleep and dreaming about being sleep..... #inception lol	0.2629	0.5419	0.1952
724	313	313	313	313	14254800061.0	19954865.0	1.0	0.0	0.0	0.0			#robinhood #inception #supereight #piranhaThreeD &lt;~~all top picks from #BDF	0.0106	0.8946	0.0949
12554	9870	9870	9870	9870	19800886915.0	111705090.0	0.0	0.0	0.0	0.0			Ok #Inception was interesting.  Can't say it was mind-boggling but def worth the 2.5hr sit.	0.0078	0.044	0.9482
65618	2750	2750	2750	2750	24319085923.0	155381998.0	0.0	0.0	0.0	1782.0	20496105620.0	retweeted	RT @LeoDiCaprio: Really appreciate all the #Inception support and Twitter buzz these last few weeks.  Thank you!	0.0032	0.0106	0.9862
22417	19733	19733	19733	19733	19610231617.0	131630159.0	0.0	0.0	0.0	1.0	19604990946.0	retweeted	RT @benreed: RT @jaredcwilson: Jesus goes 3 dreams deep & into limbo & brings captives back up, no kicks necessary. He is the kick // lo ...	0.0304	0.7942	0.1754
63442	574	574	574	574	25659626842.0	43347080.0	0.0	0.0	0.0	0.0			jibrailis: Fic: Mr. Eames and Mr. Eames (#inception #au #humor) http://icio.us/yqiwfo	0.0108	0.9284	0.0608
39111	6337	6337	6337	6336	21770262918.0	50772421.0	0.0	0.0	0.0	0.0			I saw #inception yesterday. Amazing movie. I loved it!!! 	0.0028	0.0063	0.9909
57678	24904	24904	24904	24903	20692886136.0	20559338.0	0.0	0.0	0.0	0.0			'Inception's' Cillian Murphy eyeing role in 'I'm.mortal' (exclusive) #celebrities #cillianmurphy #inception http://bit.ly/aR2m7x	0.0056	0.9214	0.073
18085	15401	15401	15401	15401	19692061344.0	29582877.0	0.0	0.0	0.0	0.0			Just saw #inception again, with @katieswingsmics , she is perhaps the funniest person on the planet to see a movie with.	0.0036	0.0118	0.9846
6192	3508	3508	3508	3508	19948255297.0	48928525.0	0.0	0.0	0.0	0.0			#nowplaying, #icantstop, #Inception: How much life insurance do you need? http://bit.ly/aF4UOe	0.0129	0.9171	0.0701
64601	1733	1733	1733	1733	24918298439.0	120407950.0	0.0	0.0	0.0	1.0	24917287101.0	retweeted	RT @rabiagarib: Ooooh!! Watched #Inception on the iMax and LOVED IT!!!	0.0022	0.009	0.9887
30577	27893	27893	27893	27893	19474862497.0	14426272.0	0.0	0.0	0.0	0.0			Head hurts from watching #Inception Everyone is debating the end, but what it Nolan just wanted to make it purposely ambiguous? #greatmovie	0.683	0.2482	0.0688
9588	6904	6904	6904	6904	19870865225.0	48928525.0	0.0	0.0	0.0	0.0			"#nowplaying, #icantstop, #Inception: Panel hits Rangel with 13 ethics charges 
    (AP) http://bit.ly/91ha3e"	0.0932	0.8835	0.0234
16990	14306	14306	14306	14306	19710861954.0	79187514.0	0.0	0.0	0.0	0.0			RT @aleXandreJoyce: Finally!! @thafi4ever and I are seeing #inception! :) &lt;just don't get on that train #justsayin	0.0049	0.0586	0.9365
65830	2962	2962	2962	2962	24227745646.0	19563250.0	0.0	0.0	0.0	0.0			http://www.youtube.com/watch?v=d2yD4yDsiP4 --- watch this!! ITS SO FUCKING FUNNY! xD #inception	0.0095	0.0279	0.9626
5304	2620	2620	2620	2620	19967287415.0	148959345.0	0.0	0.0	0.0	0.0			@TootitBootit I really liked #inception {to be sincere.} Have u seen this vid yet? http://bit.ly/omgcrazygirl?=mtm5	0.0018	0.0176	0.9806
62411	29637	29637	29637	29636	20562089193.0	30465851.0	0.0	0.0	0.0	1782.0	20496105620.0	retweeted	RT @LeoDiCaprio: Really appreciate all the #Inception support and Twitter buzz these last few weeks.  Thank you!	0.0032	0.0106	0.9862
27338	24654	24654	24654	24654	19527381977.0	71405921.0	0.0	0.0	0.0	0.0			Great Sunday nap. Finally gonna see #Inception tonight so I can stop skipping over tweets of people trying to ruin it for me.	0.0356	0.1005	0.8639
36355	3581	3581	3581	3580	22006295824.0	52927116.0	0.0	0.0	0.0	0.0			From @tuaw: http://www.tuaw.com/2010/08/24/tuaws-daily-app-piczle-lines/ #Inception	0.0098	0.9458	0.0444
2974	290	290	290	290	20021333590.0	12631332.0	0.0	0.0	0.0	0.0			"Just about to watch #inception
Hope it's as good as people say it is"	0.005	0.0564	0.9385
85775	7661	7661	7661	7661	1.534828548089856e+16	86686136.0	0.0	0.0	0.0	0.0			"Elephants is a TT! :) Arthur: ""I say, ""Don't think about elephants."" What are you thinking about ?"" Saito: ""Elephants"" #Inception"	0.0216	0.353	0.6254
46882	14108	14108	14108	14107	21258026053.0	122672741.0	0.0	0.0	0.0	1782.0	20496105620.0	retweeted	RT @LeoDiCaprio: Really appreciate all the #Inception support and Twitter buzz these last few weeks.  Thank you!	0.0032	0.0106	0.9862
10459	7775	7775	7775	7775	19851887305.0	124268673.0	0.0	0.0	0.0	0.0			#Inception... Just wow... Score (1-10)... 12!	0.0037	0.0315	0.9648
51001	18227	18227	18227	18226	21016706201.0	165535629.0	0.0	0.0	0.0	0.0			Watching #Inception!	0.0033	0.4267	0.57
46634	13860	13860	13860	13859	21269951522.0	80711067.0	0.0	0.0	0.0	0.0			"""RainBOOTs & A THONG"" http://www.youtube.com/watch?v=xffZgSeFjEs #edubb #meddi #rap #hiphop #newmusic #nowplaying #oush #atl #inception"	0.0043	0.8787	0.117
43132	10358	10358	10358	10357	21474908761.0	152951271.0	0.0	0.0	0.0	0.0			RT #Inception @woosheryl What would you do if you meet the perfect guy? Looks, career, smart, good in bed, etc. Me, I'd propose. LOL!	0.0105	0.1328	0.8567
19386	16702	16702	16702	16702	19672522925.0	38393284.0	0.0	0.0	0.0	0.0			@jimlee00 #INCEPTION !!!SPOILERS!!! Remember too that Mal and Saito tell him its a leap of faith. Signs of a dream or something more?	0.1247	0.7357	0.1396
82590	4476	4476	4476	4476	1.796211678275584e+16	207499732.0	0.0	0.0	0.0	0.0			I dont wanna spoil it for those who didnt see it but he was def AWAKE that thing was wobbling #inception	0.1942	0.6544	0.1514
63941	1073	1073	1073	1073	25339801046.0	34291757.0	0.0	0.0	0.0	0.0			Photo: ittakesabigfacade:stephanieeee:litafrommars:themarsfactory:menaland:necrogrinder: #inception... http://tumblr.com/xytjfaorx	0.0394	0.8968	0.0638
62821	30047	30047	30047	30046	20547649035.0	37916303.0	0.0	0.0	0.0	1782.0	20496105620.0	retweeted	RT @LeoDiCaprio: Really appreciate all the #Inception support and Twitter buzz these last few weeks.  Thank you!	0.0032	0.0106	0.9862
55254	22480	22480	22480	22479	20801064971.0	35709115.0	0.0	0.0	0.0	0.0			Anyway I am going to watch #Inception. So I am out;)	0.0072	0.1241	0.8687
64893	2025	2025	2025	2025	24759789592.0	20719379.0	0.0	0.0	0.0	0.0	24759505402.0	replied_to	@thatdudebender Agreed. I've been excited to see it ever since I saw the trailer before #Inception. AKA The best movie of the summer!	0.0016	0.01	0.9884
23055	20371	20371	20371	20371	19599476904.0	34632737.0	0.0	0.0	0.0	0.0			RT @dansogordon: Can an idea be planted into our minds? Yes, it can...and we can plant it.  It just takes training. #inception tweet	0.0077	0.396	0.5963
92428	14314	14314	14314	14314	1.2348994902560768e+16	191624908.0	0.0	0.0	0.0	0.0			"""@RandomTweeter_: Who saw the movie #inception before"". I Fuck wit Dat joint"	0.0533	0.4698	0.4768
259	19	19	19	19	10530296625.0	14656908.0	0.0	0.0	0.0	0.0			RT @fusedfilm Top 10 Movies We Can’t Wait To Se.. http://bit.ly/9U42Vb #Inception #Jonah #Hex #Prince #of #The #Sands #10	0.0012	0.0575	0.9413
79388	1274	1274	1274	1274	1.996720616296448e+16	202784185.0	0.0	0.0	0.0	0.0			#fijiwater. #sourskittles #inception. @kilz_mclean. wondrous night. i could do without the last one though. :)	0.0054	0.0213	0.9734
24267	21583	21583	21583	21583	19578879318.0	31444985.0	0.0	0.0	0.0	0.0			How was #Inception anyone?? ...thumbs up?? Or hard to follow?	0.4049	0.5049	0.0902
89802	11688	11688	11688	11688	1.3273105157849088e+16	99079066.0	0.0	0.0	0.0	0.0			#Inception in Real-Time http://www.youtube.com/watch?v=MHBlYJ-tKcs #spoiler #movie #dream #extractor #totem	0.0573	0.9002	0.0425
62188	29414	29414	29414	29413	20568397196.0	120130973.0	0.0	0.0	0.0	1782.0	20496105620.0	retweeted	RT @LeoDiCaprio: Really appreciate all the #Inception support and Twitter buzz these last few weeks.  Thank you!	0.0032	0.0106	0.9862
7490	4806	4806	4806	4806	19924062803.0	19581633.0	0.0	0.0	0.0	0.0			RT @quiethaylestorm via @Torontostar: Nolan’s dream thriller #Inception, a movie that is harder to figure out than BP’s oil spill strategy.	0.2579	0.7056	0.0365
7292	4608	4608	4608	4608	19927693824.0	47801485.0	0.0	0.0	0.0	56.0	19927163369.0	retweeted	"RT @wbpictures: ""Never recreate from your memory. Always imagine new places."" #Inception"	0.0231	0.8272	0.1497
73887	1140	1140	1140	1140	7529450866475009.0	53309850.0	0.0	0.0	0.0	0.0			Yep, that's it. :D @DeBelle77: @renisanz The Smirk #Inception http://twitgoo.com/1r2kr9	0.0019	0.0998	0.8983
56210	23436	23436	23436	23435	20751863125.0	96712907.0	0.0	0.0	0.0	0.0			I will watch #stepup3d, #mamarazzi, and #inception sna mapera nko!	0.0115	0.6654	0.3231
77688	4941	4941	4941	4941	29529281951.0	74991338.0	0.0	0.0	0.0	0.0			day two of #Inception, just cant get enough of this movie	0.0052	0.0159	0.9789
63133	265	265	265	265	25880510073.0	80769774.0	0.0	0.0	0.0	0.0			Spins fone it mus be a jeeem #inception uwi neva lockdown .. RT @Debztm: NOOOOOOOOOO SKOOOOOOOOLLLL (A BIG SIDE!) *bangs potcover* :-D	0.1105	0.4422	0.4473
20060	17376	17376	17376	17376	19658711111.0	48928525.0	0.0	0.0	0.0	0.0			"#nowplaying, #icantstop, #Inception: May home prices gain but no sustained recovery 
    (Reuters) http://bit.ly/bxH2v7"	0.1489	0.8273	0.0238
13321	10637	10637	10637	10637	19783768281.0	166461594.0	0.0	0.0	0.0	0.0			#oh yea #oh yea who saw #inception today?	0.0095	0.5476	0.443
44389	11615	11615	11615	11614	21417659173.0	94886791.0	0.0	0.0	0.0	0.0			RT @jakeandamir Is #inception really still trending? Who is still tweeting about #inception? I'd never tweet about #inception. #inception.	0.7773	0.2127	0.01
76940	4193	4193	4193	4193	1033456347774976.0	19606733.0	0.0	0.0	0.0	0.0	985042645942273.0	replied_to	@jakobwesthoff you're right! Was great!  Since a long Time a movie I'd like to see again! #inception	0.0024	0.0102	0.9874
1927	617	617	617	617	16810018101.0	15147027.0	0.0	0.0	0.0	0.0			I want to see #INCEPTION now. #notjuly16th	0.0917	0.5671	0.3412
3749	1065	1065	1065	1065	20007202440.0	14794077.0	0.0	0.0	0.0	0.0			Turns out #Inception is just as cool the third time around! #provedscientifically	0.0029	0.0214	0.9757
46052	13278	13278	13278	13277	21309438800.0	88866923.0	0.0	0.0	0.0	0.0			i slept through #inception! I had the itis. Ribs and chicken wings not a good idea b4 a thinking movie.	0.85	0.1353	0.0147
89095	10981	10981	10981	10981	1.3650301919694848e+16	115133963.0	0.0	0.0	0.0	0.0			Watched #Inception again last night. This morning I woke up confused. I have been looking for my totem. I'm may be freaking out.	0.7841	0.1994	0.0165
18369	15685	15685	15685	15685	19687558403.0	97133546.0	0.0	0.0	0.0	0.0			♥ Welcome to all of our new Tweeties!!! ♥ #inception	0.0013	0.0192	0.9794
80628	2514	2514	2514	2514	1.9300573211787264e+16	61941660.0	0.0	0.0	0.0	0.0			AMAZON'S AFTER CHRISTMAS BLOWOUT ON BLU-RAY AND DVD'S   NOW!!!! http://amzn.to/a0xh17 #2010Memories #dvd #bluray #cybermonday #inception	0.0054	0.5628	0.4318
62946	78	78	78	78	25987553673.0	63758487.0	0.0	0.0	0.0	0.0			#Inception ending revealed by Sir Michael Caine ! #movies http://gizmo.do/alBWxy	0.0042	0.8194	0.1765
